"orden_revision";"prioridad";"estado_revision";"decision_manual";"notas_revisor";"bdns_id";"titulo";"grupo_revision";"comprobacion_recomendada";"fecha_cierre";"fecha_apertura";"url";"motivo_automatico";"origen"
"421";"baja";"pendiente";"";"";"922759";"Subvención económica nominativa a ASOCIACION DE VECINOS EL CHORRO para la colaboración en la financiación de gastos para el desarrollo de actividades de las Fiestas de El Farrobillo 2026";"active_status_unverified";"Confirmar plazo futuro o evidencia expresa de ventanilla abierta; si no existe, rechazar.";"";"";"https://www.pap.hacienda.gob.es/bdnstrans/GE/es/convocatorias/922759";"No consta un plazo futuro ni una ventanilla indefinida verificable.";"auditoria_2026-08-06"
"422";"baja";"pendiente";"";"";"923588";"Subvención económica nominativa a ASOCIACION FIESTAS DE SAN BARTOLOME DE LA CORUJERA, para desarrollo Romería de La Corujera año 2026";"active_status_unverified";"Confirmar plazo futuro o evidencia expresa de ventanilla abierta; si no existe, rechazar.";"";"";"https://www.pap.hacienda.gob.es/bdnstrans/GE/es/convocatorias/923588";"No consta un plazo futuro ni una ventanilla indefinida verificable.";"auditoria_2026-08-06"
"423";"baja";"pendiente";"";"";"922520";"Subvención nominativa a la Fundación del Gran Teatre del Liceu para el desarrollo del proyecto ""Ritmes den companyia"", durante el año 2026";"active_status_unverified";"Confirmar plazo futuro o evidencia expresa de ventanilla abierta; si no existe, rechazar.";"";"";"https://www.pap.hacienda.gob.es/bdnstrans/GE/es/convocatorias/922520";"No consta un plazo futuro ni una ventanilla indefinida verificable.";"auditoria_2026-08-06"
"424";"baja";"pendiente";"";"";"922521";"Subvención Nominativa al Consell de l'Advocacia Catalana para la financiación del desarrollo y mantenimiento del portal Compendium.cat, durante el año 2026.";"active_status_unverified";"Confirmar plazo futuro o evidencia expresa de ventanilla abierta; si no existe, rechazar.";"";"";"https://www.pap.hacienda.gob.es/bdnstrans/GE/es/convocatorias/922521";"No consta un plazo futuro ni una ventanilla indefinida verificable.";"auditoria_2026-08-06"
"425";"baja";"pendiente";"";"";"922973";"Subvenciones 2026 a centros concertados Extremadura para la adquisición de equipamiento de robótica educativa y pensamiento computacional por Resolución del 7 de julio 2026";"active_status_unverified";"Confirmar plazo futuro o evidencia expresa de ventanilla abierta; si no existe, rechazar.";"";"";"https://www.juntaex.es/w0730325";"No consta un plazo futuro ni una ventanilla indefinida verificable.";"auditoria_2026-08-06"
"426";"baja";"pendiente";"";"";"923568";"Subvenciones a Entidades Locales para el Desarrollo de Programas de Enseñanzas en el marco de la Educación para las Personas Adultas en la Comunidad Autónoma de Cantabria";"active_status_unverified";"Confirmar plazo futuro o evidencia expresa de ventanilla abierta; si no existe, rechazar.";"";"";"https://www.pap.hacienda.gob.es/bdnstrans/GE/es/convocatorias/923568";"No consta un plazo futuro ni una ventanilla indefinida verificable.";"auditoria_2026-08-06"
"427";"baja";"pendiente";"";"";"920958";"Subvenciones a proyectos de “actuaciones de apoyo al comercio rural de las Zonas Comerciales Abiertas Rurales 2026";"active_status_unverified";"Confirmar plazo futuro o evidencia expresa de ventanilla abierta; si no existe, rechazar.";"";"";"https://sede.gobiernodecanarias.org/sede/procedimientos_servicios/tramites/11022";"No consta un plazo futuro ni una ventanilla indefinida verificable.";"auditoria_2026-08-06"
"428";"baja";"pendiente";"";"";"907618";"SUBVENCIONES PARA EL DESARROLLO DE PROYECTOS DE REACTIVACIÓN DE LA ECONOMIA LOCAL DESTINADAS A MUNICIPOIOS CON POBLACIÓN INFERIOR A 20000 HABITANTES Y EELL MENORES DE LA PROVINCIA DE BADAJOZ";"active_status_unverified";"Confirmar plazo futuro o evidencia expresa de ventanilla abierta; si no existe, rechazar.";"";"";"https://www.pap.hacienda.gob.es/bdnstrans/GE/es/convocatorias/907618";"No consta un plazo futuro ni una ventanilla indefinida verificable.";"auditoria_2026-08-06"
"429";"baja";"pendiente";"";"";"920130";"Subvenciones para entidades locales para el desarrollo de programas de formación profesional básica en la modalidad de aula profesional básica en la Comunidad Autónoma de Cantabria 2026/2027";"active_status_unverified";"Confirmar plazo futuro o evidencia expresa de ventanilla abierta; si no existe, rechazar.";"";"";"https://www.pap.hacienda.gob.es/bdnstrans/GE/es/convocatorias/920130";"No consta un plazo futuro ni una ventanilla indefinida verificable.";"auditoria_2026-08-06"
"430";"baja";"pendiente";"";"";"898710";"(CHD) Cheque Digitalización (Reg. Mínimis 2023/2831)";"territorial_eligibility_unverified";"Comprobar si exige centro previo, solo localización del proyecto o permite abrir centro; si permite abrirlo, confirmar al menos 730 días de ejecución.";"2026-12-11";"";"https://www.pap.hacienda.gob.es/bdnstrans/GE/es/convocatorias/898710";"Convocatoria subnacional fuera de Aragon sin requisito territorial suficientemente claro.";"auditoria_2026-08-06"
"431";"baja";"pendiente";"";"";"898711";"(CHD) Cheque Digitalización (Reg.Minimis 717/2014)";"territorial_eligibility_unverified";"Comprobar si exige centro previo, solo localización del proyecto o permite abrir centro; si permite abrirlo, confirmar al menos 730 días de ejecución.";"2026-12-11";"";"https://www.pap.hacienda.gob.es/bdnstrans/GE/es/convocatorias/898711";"Convocatoria subnacional fuera de Aragon sin requisito territorial suficientemente claro.";"auditoria_2026-08-06"
"432";"baja";"pendiente";"";"";"921070";"ABRIR LA CONVOCATORIA PÚBLICA DE 2026 PARA LA CONCESIÓN DE LAS AYUDAS ECONÓMICAS A PROYECTOS DE SOLIDARIDAD, DE SENSIBILIZACIÓN Y DE COOPERACIÓN AL DESARROLLO, AÑO 2026.";"territorial_eligibility_unverified";"Comprobar si exige centro previo, solo localización del proyecto o permite abrir centro; si permite abrirlo, confirmar al menos 730 días de ejecución.";"2026-09-10";"2026-07-29";"https://seu.vilafranca.cat/";"Convocatoria subnacional fuera de Aragon sin requisito territorial suficientemente claro.";"auditoria_2026-08-06"
"433";"baja";"pendiente";"";"";"921365";"Acuerdo del Consejo de Administración del E.P.E. Alcalá Desarrollo del 20 de julio por el que se aprueban las Bases de La XIII Edición de los Premios ""Alcalá Emprende""";"territorial_eligibility_unverified";"Comprobar si exige centro previo, solo localización del proyecto o permite abrir centro; si permite abrirlo, confirmar al menos 730 días de ejecución.";"2026-10-15";"2026-08-01";"https://www.pap.hacienda.gob.es/bdnstrans/GE/es/convocatorias/921365";"Convocatoria subnacional fuera de Aragon sin requisito territorial suficientemente claro.";"auditoria_2026-08-06"
"434";"baja";"pendiente";"";"";"920401";"Ayudas 2026 Enfoque Leader para actuaciones en materia de formación e información.(Intervención 7119 PEPAC), s/ III Convo (PEPAC 2023-2027) G.A.L. ADESVAL";"territorial_eligibility_unverified";"Comprobar si exige centro previo, solo localización del proyecto o permite abrir centro; si permite abrirlo, confirmar al menos 730 días de ejecución.";"2026-09-17";"";"https://www.pap.hacienda.gob.es/bdnstrans/GE/es/convocatorias/920401";"Convocatoria subnacional fuera de Aragon sin requisito territorial suficientemente claro.";"auditoria_2026-08-06"
"435";"baja";"pendiente";"";"";"920765";"Ayudas destinadas a apoyar la organización de eventos de estética y peluquería en la Comunitat Valenciana";"territorial_eligibility_unverified";"Comprobar si exige centro previo, solo localización del proyecto o permite abrir centro; si permite abrirlo, confirmar al menos 730 días de ejecución.";"2026-10-26";"2026-10-01";"https://www.pap.hacienda.gob.es/bdnstrans/GE/es/convocatorias/920765";"Convocatoria subnacional fuera de Aragon sin requisito territorial suficientemente claro.";"auditoria_2026-08-06"
"436";"baja";"pendiente";"";"";"922406";"Ayudas para la obtención de certificación en Bienestar Animal 2026";"territorial_eligibility_unverified";"Comprobar si exige centro previo, solo localización del proyecto o permite abrir centro; si permite abrirlo, confirmar al menos 730 días de ejecución.";"2026-08-27";"2026-07-28";"https://www.euskadi.eus/ayuda_subvencion/2026/certificacion-en-bienestar-animal/web01-tramite/es/";"Convocatoria subnacional fuera de Aragon sin requisito territorial suficientemente claro.";"auditoria_2026-08-06"
"437";"baja";"pendiente";"";"";"922770";"Bases de la convocatoria de premios del Hackathon ""City Resilience Hack"" para la selección de soluciones innovadoras aplicables a la ciudad de València (Tallinn - 24 y 25 de septiembre de 2026)";"territorial_eligibility_unverified";"Comprobar si exige centro previo, solo localización del proyecto o permite abrir centro; si permite abrirlo, confirmar al menos 730 días de ejecución.";"2026-09-25";"";"https://valenciainnovationcapital.com/?lang=val";"Convocatoria subnacional fuera de Aragon sin requisito territorial suficientemente claro.";"auditoria_2026-08-06"
"438";"baja";"pendiente";"";"";"922778";"Bases reguladoras de la convocatoria de premios ""VLC Startup Awards 2026""";"territorial_eligibility_unverified";"Comprobar si exige centro previo, solo localización del proyecto o permite abrir centro; si permite abrirlo, confirmar al menos 730 días de ejecución.";"2026-10-25";"";"https://valenciainnovationcapital.com/?lang=val";"Convocatoria subnacional fuera de Aragon sin requisito territorial suficientemente claro.";"auditoria_2026-08-06"
"439";"baja";"pendiente";"";"";"922979";"Concurso de Artesanía 2026, premios estudiantes, según convocatoria efectuada por Resolución de 27 de julio de 2026";"territorial_eligibility_unverified";"Comprobar si exige centro previo, solo localización del proyecto o permite abrir centro; si permite abrirlo, confirmar al menos 730 días de ejecución.";"2026-09-30";"";"https://www.juntaex.es/w/0707924";"Convocatoria subnacional fuera de Aragon sin requisito territorial suficientemente claro.";"auditoria_2026-08-06"
"440";"baja";"pendiente";"";"";"920886";"Convocatoria de concesión de subvenciones del año 2026 para favorecer el autoempleo de jóvenes en el marco del Programa FSE+";"territorial_eligibility_unverified";"Comprobar si exige centro previo, solo localización del proyecto o permite abrir centro; si permite abrirlo, confirmar al menos 730 días de ejecución.";"2026-09-22";"2026-07-28";"https://www.pap.hacienda.gob.es/bdnstrans/GE/es/convocatorias/920886";"Convocatoria subnacional fuera de Aragon sin requisito territorial suficientemente claro.";"auditoria_2026-08-06"
"441";"baja";"pendiente";"";"";"920541";"Convocatoria de Subvenciones en especie, en régimen de concurrencia competitiva, destinadas a startups vinculadas al ecosistema innovador valenciano para su participación en la Startup Island de la Fundación en el evento 'Web Summit Lisboa 2026'";"territorial_eligibility_unverified";"Comprobar si exige centro previo, solo localización del proyecto o permite abrir centro; si permite abrirlo, confirmar al menos 730 días de ejecución.";"2026-09-06";"2026-07-25";"https://valenciainnovationcapital.typeform.com/Startups-WSL-26";"Convocatoria subnacional fuera de Aragon sin requisito territorial suficientemente claro.";"auditoria_2026-08-06"
"442";"baja";"pendiente";"";"";"922621";"Convocatoria de subvenciones para el desarrollo de prototipos de videojuegos";"territorial_eligibility_unverified";"Comprobar si exige centro previo, solo localización del proyecto o permite abrir centro; si permite abrirlo, confirmar al menos 730 días de ejecución.";"2026-09-22";"2026-09-02";"https://www.pap.hacienda.gob.es/bdnstrans/GE/es/convocatorias/922621";"Convocatoria subnacional fuera de Aragon sin requisito territorial suficientemente claro.";"auditoria_2026-08-06"
"443";"baja";"pendiente";"";"";"922095";"Orden de 28 de julio de 2026, Ayudas para la consolidación de las OOPP y acuícolas, y para la preparación y ejecución de los planes de producción y comercialización 2027 al amparo de la Orden de 9 de octubre de 2024, Linea 1 consolidación de OOPP";"territorial_eligibility_unverified";"Comprobar si exige centro previo, solo localización del proyecto o permite abrir centro; si permite abrirlo, confirmar al menos 730 días de ejecución.";"2026-09-30";"2026-09-15";"https://www.pap.hacienda.gob.es/bdnstrans/GE/es/convocatorias/922095";"Convocatoria subnacional fuera de Aragon sin requisito territorial suficientemente claro.";"auditoria_2026-08-06"
"444";"baja";"pendiente";"";"";"922096";"Orden de 28 de julio de 2026, Ayudas para la consolidación de las OOPP y acuícolas, y para la preparación y ejecución de los planes de producción y comercialización 2027 al amparo de la Orden de 9 de octubre de 2024, Linea 2 Planes de Prod y Comerciali.";"territorial_eligibility_unverified";"Comprobar si exige centro previo, solo localización del proyecto o permite abrir centro; si permite abrirlo, confirmar al menos 730 días de ejecución.";"2026-09-30";"2026-09-15";"https://www.pap.hacienda.gob.es/bdnstrans/GE/es/convocatorias/922096";"Convocatoria subnacional fuera de Aragon sin requisito territorial suficientemente claro.";"auditoria_2026-08-06"
"445";"baja";"pendiente";"";"";"897355";"Programa de ayudas digitalización cadena alim. y madera 2025";"territorial_eligibility_unverified";"Comprobar si exige centro previo, solo localización del proyecto o permite abrir centro; si permite abrirlo, confirmar al menos 730 días de ejecución.";"2026-12-31";"2025-09-18";"https://www.euskadi.eus/ayuda_subvencion/2025/digitalizacion-de-la-cadena-alimentaria-y-de-la-madera/web01-tramite/es/";"Convocatoria subnacional fuera de Aragon sin requisito territorial suficientemente claro.";"auditoria_2026-08-06"
"446";"baja";"pendiente";"";"";"892474";"Resolución de 10 de marzo de 2026 de la DG de Trabajo Autónomo y Economía Social, por la que se convocan, subvenciones en régimen de concurrencia competitiva, correspondientes a la línea 1. Fomento del Empleo en Cooperativas y Sociedades Lab";"territorial_eligibility_unverified";"Comprobar si exige centro previo, solo localización del proyecto o permite abrir centro; si permite abrirlo, confirmar al menos 730 días de ejecución.";"2026-08-31";"2026-03-18";"https://www.pap.hacienda.gob.es/bdnstrans/GE/es/convocatorias/892474";"Convocatoria subnacional fuera de Aragon sin requisito territorial suficientemente claro.";"auditoria_2026-08-06"
"447";"baja";"pendiente";"";"";"922528";"Resolución de 30 de julio de 2026, DGIECE, para la inserción laboral y el fomento de la contratación en el ámbito de la Comunidad Autónoma de Andalucía. Programa Emplea-T (Línea 5). MINIMI GENERAL";"territorial_eligibility_unverified";"Comprobar si exige centro previo, solo localización del proyecto o permite abrir centro; si permite abrirlo, confirmar al menos 730 días de ejecución.";"2026-11-30";"2026-08-06";"https://www.pap.hacienda.gob.es/bdnstrans/GE/es/convocatorias/922528";"Convocatoria subnacional fuera de Aragon sin requisito territorial suficientemente claro.";"auditoria_2026-08-06"
"448";"baja";"pendiente";"";"";"922529";"Resolución de 30 de julio de 2026, DGIECE, para la inserción laboral y el fomento de la contratación en el ámbito de la Comunidad Autónoma de Andalucía. Programa Emplea-T (Línea 5). MINIMIS PESCA Y ACUICULTURA.";"territorial_eligibility_unverified";"Comprobar si exige centro previo, solo localización del proyecto o permite abrir centro; si permite abrirlo, confirmar al menos 730 días de ejecución.";"2026-11-30";"2026-08-06";"https://www.pap.hacienda.gob.es/bdnstrans/GE/es/convocatorias/922529";"Convocatoria subnacional fuera de Aragon sin requisito territorial suficientemente claro.";"auditoria_2026-08-06"
"449";"baja";"pendiente";"";"";"922530";"Resolución de 30 de julio de 2026, DGIECE, para la inserción laboral y el fomento de la contratación en el ámbito de la Comunidad Autónoma de Andalucía. Programa Emplea-T (Línea 5). MINIMIS SECTOR AGRÍCOLA.";"territorial_eligibility_unverified";"Comprobar si exige centro previo, solo localización del proyecto o permite abrir centro; si permite abrirlo, confirmar al menos 730 días de ejecución.";"2026-11-30";"2026-08-06";"https://www.pap.hacienda.gob.es/bdnstrans/GE/es/convocatorias/922530";"Convocatoria subnacional fuera de Aragon sin requisito territorial suficientemente claro.";"auditoria_2026-08-06"
"450";"baja";"pendiente";"";"";"920309";"Resolución de la Dirección General de Formación Profesional para el Empleo, por la que se convocan para el año 2026 las subvenciones públicas previstas en la Orden de 13 de septiembre de 2021, por la que se regula el programa de empleo y formación en la C";"territorial_eligibility_unverified";"Comprobar si exige centro previo, solo localización del proyecto o permite abrir centro; si permite abrirlo, confirmar al menos 730 días de ejecución.";"";"2026-07-25";"https://www.pap.hacienda.gob.es/bdnstrans/GE/es/convocatorias/920309";"Convocatoria subnacional fuera de Aragon sin requisito territorial suficientemente claro.";"auditoria_2026-08-06"
